ID,Ilac_Adi,Etkin_Madde,Firma
167,ACTILYSE 10 MG IV ENJEKSIYONLUK/İNFüZYONLUK ÇöZELTI İçIN TOZ VE  ÇöZüCü,ALTEPLAZ,Boehringer Ingelheim İlaç Tic. A.Ş
168,ACTILYSE 20 MG FLAKON,ALTEPLAZ,BOEHRİNGER INGELHEİM İLAÇ TİCARET A.Ş.
169,ACTILYSE 50 MG IV ENJEKSIYONLUK/İNFüZYONLUK ÇöZELTI İçIN TOZ VE  ÇöZüCü,ALTEPLAZ,Boehringer Ingelheim İlaç Tic. A.Ş.
170,ACTINOMA JEL %3,DIKLOFENAK SODYUM,ORVA İLAÇ SAN. VE TİC. A.Ş
171,ACTIQ 200MCG OROMUKOZAL APLIKATÖRLÜ PASTIL,FENTANIL,GENESİS İLAÇ VE SAĞLIK ÜRÜNLERİ A.Ş.
172,ACTIQ 400MCG OROMUKOZAL APLIKATÖRLÜ PASTIL,FENTANIL,GENESİS İLAÇ VE SAĞLIK ÜRÜNLERİ A.Ş.
173,ACTIQ 800MCG OROMUKOZAL APLIKATÖRLÜ PASTIL,FENTANIL,GENESİS İLAÇ VE SAĞLIK ÜRÜNLERİ A.Ş.
174,ACTIVELLE 1 MG/0.5 MG FILM KAPLı TABLET,"ÖSTRADİOL ,NORETİSTERON ASETAT",NOVO NORDİSK
175,ACTIVELLE FILM TABLET,"ÖSTRADIOL, NORETISTERON ASETAT",NOVO NORDİSK SAĞLIK ÜRÜNLERİ TİC. LTD. ŞTİ.
176,ACTONEL 5 MG FILM TABLET,RISEDRONAT SODYUM,
177,ACTONEL 5 MG FILM TABLET,RISEDRONAT SODYUM,SANOFİ AVENTİS İLAÇLARI LTD. ŞTİ.
178,ACTOS 15 MG TABLET,PIOGLITAZON,ACİNO TURKEY İLAÇ A.Ş.
179,ACTOS 30 MG TABLET,PIOGLITAZON,ACİNO TURKEY İLAÇ A.Ş.
180,ACTRAPID HM 100 IU/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,İNSAN İNSÜLİNİ,NOVO NORDISK SAĞLIK ÜRÜNLERI TIC. LTD. ŞTI.
181,ACTRAPİD HM PENFILL 100 IU/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KARTUŞ,İNSAN İNSÜLİNİ,NOVO NORDİSK SAĞLIK ÜRÜNLERİ TİC. LTD. ŞTİ
182,ACUFİX %0.4 GÖZ DAMLASI,KETOROLAK TROMETAMOL,DEVA HOLDİNG A.Ş.
183,"ACULAR LS % 0.4 GÖZ DAMLASI, ÇÖZELTİ",KETOROLAK TROMETAMIN,ALLERGAN ILAÇLARI TIC.A.Ş.
184,"ACUVAİL %0.45 göz damlası, çözelti",Ketorolak trometamin,Allergan İlaçları Ticaret A.Ş.
185,ACYL %5 KREM,ASİKLOVİR,GLOBAL PHARMA İLAÇ SAN. VE TİC. A.Ş
186,ACYL TABLET 200 MG,ASİKLOVİR,METİN SAĞLIK İLAÇ DEPOSU İLAÇ SAN. VE TİC. LTD. ŞTİ.
187,AD-COLD 200 mg/30 mg Film Tablet,İbuprofen / Psödoefedrin hidroklorür,ACTIVE İLAÇ PAZARLAMA A.Ş.
188,"ADACEL 0,5 ML IM ENJEKSİYONLUK SÜSPANSİYON İÇEREN FLAKON","DIFTERI TOKSOIDI, TETANOZ TOKSOIDI, ASELüLER ADSORBE BOğMACA:BOğMACA TOKSOIDI, FILAMENTöZ HEMAGLUTININ, PERTAKTIN, FIMBRIAE TIP 2 VE 3",Sanofi Pasteur Aşı Tic. A.Ş.
189,"ADACEL POLIO 0,5 ML IM ENJEKSİYON İÇİN SÜSPANSİYON İÇEREN KULLANIMA HAZIR ENJEKTÖR","DIFTERI, TETANOZ, BOĞMACA+ İNAKTIF ÇOCUK FELCI (1,2,3)",SANOFİ PASTEUR AŞI TİC. A.Ş.
190,ADACLEAR %0.1 JEL,ADAPALEN,Vefa İlaç San. ve Tic. A.Ş.
191,"ADADERM %0,1 JEL",ADAPALEN,KURTSAN İLAÇLARI A.Ş.
192,ADALAT CRONO 30 MG KONTROLLÜ SALIM TABLETI,NIFEDIPIN,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.
193,ADALAT CRONO 60 MG KONTROLLÜ SALIM TABLETI,NIFEDIPIN,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.
194,ADAMAKS 200 MG/5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN TOZ,AZİTROMİSİN DİHİDRAT,ADVANCE İLAÇ ANONİM ŞİRKETİ
195,ADAMAKS 500 MG FİLM KAPLI TABLET,AZİTROMİSİN DİHİDRAT,ADVANCE İLAÇ ANONİM ŞİRKETİ
196,ADASUVE 9.1 mg inhalasyon için kullanımahazır toz,loksapin,ADEKA İlaç Sanayi ve Tic. A.Ş.
197,ADCETRİS 50 MG IV İNFÜZYONLUK ÇÖZELTİ KONSANTRESİ İÇİN TOZ İÇEREN FLAKON,BRENTUKSİMAB VEDOTİN,TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD. ŞTİ.
198,ADDAMEL N İNTRAVENÖZ İNFÜZYON İÇIN KONSANTRE SOLÜSYON,KÜB'E BAKINIZ,
199,ADDAVEN IV İNFÜZYON İÇİN KONSANTRE SOLÜSYON,KÜB.E BAKINIZ,FRESENİUS KABİ İLAÇ SAN. VE TİC. LTD. ŞTİ.
200,ADELEKS 4 MG TABLET,TIYOKOLŞIKOSID,GENSENTA İLAÇ SAN. VE TİC. A.Ş.
201,ADELEKS 8 MG TABLET,TİYOKOLŞİKOSİD,GENSENTA İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ
202,ADELEKS IM 4 MG/2 ML AMPUL-(MEFAR),TIYOKOLŞIKOSID,GENSENTA İLAÇ SAN. VE TİC. A.Ş.
203,ADELEKS IM 4 MG/2 ML AMPUL-(MUSTAFA NEVZAT),TIYOKOLŞIKOSID,MUSTAFA NEVZAT ILAÇ SAN.A.Ş.
204,ADEMPAS®  1 MG FILM KAPLı TABLET,RIOCIGUAT,Bayer Türk Kimya San.Ltd. Şti.
205,"ADEMPAS® 0,5 MG FILM KAPLı TABLET",RIOCIGUAT,Bayer Türk Kimya San.Ltd. Şti.
206,"ADEMPAS® 1,5 MG FILM KAPLı TABLET",RIOCIGUAT,Bayer Türk Kimya San. Ltd. Şti.
207,ADEMPAS® 2 MG FILM KAPLı TABLET,RIOCIGUAT,Bayer Türk Kimya San. Ltd. Şti.
208,"ADEMPAS® 2,5 MG FILM KAPLı TABLET",RIOCIGUAT,Bayer Türk Kimya San. Ltd. Şti.
209,ADENOSIN - L.M. 5 MG/ML I.V. ENJEKSIYON/İNFÜZYON İÇIN ÇÖZELTI İÇEREN AMPUL ? 2 ML,ADENOZIN,ABFEN FARMA SAN. VE TİC.LTD.ŞTİ.
210,ADENOSIN - L.M. 5 MG/ML I.V. ENJEKSIYON/İNFÜZYON İÇIN ÇÖZELTI İÇEREN FLAKON ? -50 ML,ADENOZIN,ABFEN FARMA SAN. VE TİC.LTD.ŞTİ.
211,ADENOSIN - L.M. 5 MG/ML I.V. ENJEKSIYON/İNFÜZYON İÇIN ÇÖZELTI İÇEREN FLAKON ? 10 ML,ADENOZIN,ABFEN FARMA SAN. VE TİC.LTD.ŞTİ.
212,ADENOTEK 6MG/2ML IV ENJEKSİYON VE İNFÜZYON İÇİN ÇÖZELTİ İÇEREN AMPUL,ADENOZİN,FARMA-TEK İLAÇ SAN. VE TİC. A.Ş.
213,ADENURİC 120 MG FİLM KAPLI TABLET,FEBUKSOSTAT,MENARİNİ İLAÇ SAN. VE TİC. A.Ş.
214,ADENURİC 80 MG FİLM KAPLI TABLET,FEBUKSOSTAT,MENARİNİ İLAÇ SAN. VE TİC. A.Ş.
215,ADEPİRON  1 G/2 ML IM/IV ENJEKSIYONLUK çöZELTI,METAMİZOL SODYUM,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.
216,ADEPİRON  2.5 G/5 ML IM/IV ENJEKSIYONLUK çöZELTI,METAMIZOL SODYUM,ADEKA İlaç Sanayi ve Ticaret A.Ş.
217,ADEPİRON  500 MG TABLET,METAMİZOL SODYUM,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.
218,ADEPIRON 2.5G75ML AMPUL,METAMİZOL SODYUM,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.
219,ADEPİRON 250 MG/5 ML ŞURUP,METAMIZOL SODYUM,ADEKA İLAÇ SANAYİ ve TİCARET A.Ş.
220,ADESAN 10 MG/2 ML IV  ENJEKSIYONLUK/İNFüZYONLUK ÇöZELTI,ADENOZIN,Türktıpsan Sağlık Turizm Eğitim ve Tic. A.Ş.
221,ADESAN 6 MG/2 ML IV  ENJEKSIYONLUK/İNFüZYONLUK ÇöZELTI,ADENOZIN,Türktıpsan Sağlık Turizm Eğitim ve Tic. A.Ş.
222,ADı: SERUM FIZYOLOJIK IZOTONIK 9 MG/ML AMPUL,SODYUM KLORüR,Drogsan İlaçları San. ve Tic. A.Ş.
223,"ADMIRAZ 0,25 MG FILM KAPLI TABLET",SIPONIMOD FUMARIK ASIT,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ
224,ADMIRAZ 2 MG FILM KAPLI TABLET,SIPONIMOD FUMARIK ASIT,FARMANOVA SAĞLIK HİZMETLERİ LTD. ŞTİ
225,ADONIS 100MG FILM KAPLI TABLET,SILDENAFIL SITRAT,WARNER LAMBERT İLAÇ
226,ADONIS 25MG FILM KAPLI TABLET,SILDENAFIL SITRAT,WARNER LAMBERT İLAÇ
227,ADONIS 50MG FILM KAPLI TABLET,SILDENAFIL SITRAT,WARNER LAMBERT İLAÇ
228,"ADOPORT® 0,5 MG KAPSüL",TAKROLIMUS MONOHIDRAT,Sandoz İlaç San. ve Tic. A.Ş.
229,ADOPORT® 1 MG KAPSüL,TAKROLIMUS MONOHIDRAT,Sandoz İlaç San. ve Tic. A.Ş.
230,ADOPORT® 5 MG KAPSüL,TAKROLIMUS MONOHIDRAT,Sandoz İlaç San. ve Tic. A.Ş.
231,ADOZİN 10 MG/2 ML İ.V. ENJEKSİYON VE İNFÜZYON İÇİN ÇÖZELTİ İÇEREN AMPUL,ADENOZİN,VEM İLAÇ SAN. VE TİC. LTD. ŞTİ.
232,ADOZİN 250 MG/50 ML İ.V. ENJEKSİYON VE İNFÜZYON İÇİN ÇÖZELTİ İÇEREN FLAKON,ADENOZİN,VEM İLAÇ SAN. VE TİC. LTD. ŞTİ.
233,ADOZİN 3 MG/ML IV ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,ADENOZİN,VEM İLAÇ SAN. VE TİC. LTD. ŞTİ.
234,ADOZİN 50 MG/10 ML İ.V. ENJEKSİYON VE İNFÜZYON İÇİN ÇÖZELTİ İÇEREN FLAKON,ADENOZİN,VEM İLAÇ SAN. VE TİC. LTD. ŞTİ.
235,ADOZİN 6 MG/2 ML I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,ADENOZİN,VEM İLAÇ SAN. VE TİC. A.Ş.
236,ADRENALİN  0.5 MG/1ML ENJEKSİYONLUK ÇÖZELTİ,ADRENALİN BAZ-ADRENALİN BİTARTARAT,DROGSAN İLAÇLARI SAN. TİC.A.Ş.
237,ADRENALIN  BASE  0.25  MG/  ML  ENJEKSIYONLUK  ÇöZELTI,ADRENALİN,GALEN İLAÇ SANAYİ VE TİCARET A.Ş.
238,ADRENALIN  CODEX  0.5  MG/  ML  ENJEKSIYONLUK  ÇöZELTI,ADRENALİN,GALEN İLAÇ SANAYİ VE TİCARET A.Ş.
239,ADRENALİN  OSEL  1  MG/1  ML  IM/IV/SC  ENJEKSIYONLUK  ÇöZELTI,ADRENALİN,OSEL İLAÇ SAN. VE TİC. A.Ş.
240,"ADRENALİN 0,25MG/1ML ENJEKSİYONLUK ÇÖZELTİ","ADRENALIN BAZ, ADRENALIN BITARTARAT",Drogsan İlaçları San. ve Tic.
241,ADRENALİN 1 MG/ML ENJEKSIYONLUK ÇöZELTI İçEREN AMPUL,ADRENALİN,GALEN İLAÇ SANAYİ VE TİCARET A.Ş.
242,ADRENALİN 1MG/1ML ENJEKSİYONLUK ÇÖZELTİ,ADRENALİN BAZ-ADRENALİN BİTARTARAT,DROGSAN İLAÇLARI SAN. TİC.A.Ş.
243,ADRENALIN BIOFARMA 0.5 MG/ 1 ML AMPUL,ADRENALIN,BİOFARMA İLAÇ SANAYİ VE TİCARET A.Ş.
244,ADRENALIN BIOFARMA 1 MG/ 1 ML AMPUL,ADRENALIN,BİOFARMA İLAÇ SANAYİ VE TİCARET A.Ş.
245,"ADRENALİN OSEL 0,25 MG/1 ML IM/IV/SC ENJEKSIYONLUK ÇöZELTI",ADRENALİN,OSEL İLAÇ SAN. VE TİC. A.Ş.
246,"ADRENALİN OSEL 0,5 MG/1 ML IM/IV/SC ENJEKSIYONLUK ÇöZELTI",ADRENALİN,OSEL İLAÇ SAN. VE TİC. A.Ş.
247,ADRENOR 4 MG/4 ML İ.V. İNFÜZYONLUK ÇÖZELTİ,NORADRENALİN BİTARTARAT,FARMALAS İLAÇ SAN. VE TİC. LTD. ŞTİ.
248,ADRIBLASTINA 10 MG LIYOFILIZE TOZ IÇEREN ENJEKTABL FLAKON,DOKSORUBISIN HIDROKLORUR,PFİZER İLAÇLARI LTD. ŞTİ.
249,ADRIBLASTINA 50 MG LIYOFILIZE TOZ IÇEREN ENJEKTABL FLAKON,DOKSORUBISIN HIDROKLORUR,PFİZER İLAÇLARI LTD. ŞTİ.
250,ADRİMİSİN 10 MG LİYOFİLİZE ENJEKSİYONLUK TOZ İÇEREN FLAKON,DOKSORUBİSİN HİDROKLORÜR,SABA İLAÇ SANAYII VE TICARET A.Ş.
251,ADRİMİSİN 10MG LİYOFİLİZE ENJEKSİYONLUK TOZ İÇEREN FLAKON,DOKSORUBSİN HCLİ,SABA İLAÇ SAN. VE TİC. A.Ş.
252,ADRİMİSİN 50 MG LİYOFİLİZE ENJEKSİYONLUK TOZ İÇEREN FLAKON,DOKSORUBİSİN HİDROKLORÜR,SABA İLAÇ SANAYII VE TICARET A.Ş.
253,ADRİMİSİN 50MG LİYOFİLİZE ENJEKSİYONLUK TOZ İÇEREN FLAKON,DOKSORUBSİN HCLİ,SABA İLAÇ SAN. VE TİC. A.Ş.
254,ADVADOPAN 10 MG TABLET,DOMPERIDON MALEAT,ADVANCE İLAÇ ANONİM ŞİRKETİ
255,"ADVAGRAF 0,5 MG UZATILMIŞ SALIMLI SERT KAPSÜL",TAKROLIMUS MONOHİDRAT,ASTELLAS PHARMA İLAÇ TİCARET VE SANAYİ A.Ş
256,ADVAGRAF 1 MG UZATILMIŞ SALIMLI SERT KAPSÜL,TAKROLIMUS MONOHİDRAT,ASTELLAS PHARMA İLAÇ TİCARET VE SANAYİ A. Ş.
257,ADVAGRAF 3 MG UZATILMIŞ SALIMLI SERT KAPSÜL,TAKROLİMUS MONOHİDRAT,ASTELLAS PHARMA İLAÇ TİCARET VE SANAYİ A. Ş.
258,ADVAGRAF 5 MG UZATILMIŞ SALIMLI SERT KAPSÜL,TAKROLIMUS MONOHİDRAT,ASTELLAS PHARMA İLAÇ TİCARET VE SANAYİ A. Ş.
259,"ADVANTAN % 0,1 KREM",METILPREDNISOLON ASEPONAT,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.
260,"ADVANTAN % 0,1 MERHEM",METILPREDNISOLON ASEPONAT,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.
261,ADVANTAN % 0.1 YAğLı MERHEM,METILPREDNISOLON ASEPONAT,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.
262,"ADVANTAN M % 0,1 EMüLSIYON",METILPREDNISOLON ASEPONAT,ABDİ İBRAHİM İLAÇ SAN. VE TİC. A.Ş.
263,ADVATE 1000 IU /5 ML IV ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,OKTOKOG ALFA,TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD.ŞTİ.
264,ADVATE 1500 IU/5 ML IV ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,OKTOKOG ALFA,TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD.ŞTİ.
265,ADVATE 2000 IU/5ML IV ENJEKSİYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON,OKTOKOG ALFA,TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD.ŞTİ.
266,ADVATE 250 IU/5 ML IV ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,OKTOKOG ALFA,TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD.ŞTİ.
267,ADVATE 3000 IU/5ML IV ENJEKSİYON İÇİN LİYOFİLİZE TOZ İÇEREN FLAKON,OKTOKOG ALFA,TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD.ŞTİ.
268,ADVATE 500 IU/5 ML IV ENJEKSIYON IÇIN LIYOFILIZE TOZ IÇEREN FLAKON,OKTOKOG ALFA,TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD.ŞTİ.
269,ADVİL LİQUİ-GELS 200 MG KAPSÜL,İBUPROFEN,HALEON TÜKETİCİ SAĞLIĞI A.Ş.
270,ADYNOVATE 1000 IU/2 ML IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,RURİOKTOKOG ALFA PEGOL (PEGLENMİŞ REKOMBİNANT İNSAN KOAGÜLASYON FAKTÖR VIII),TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD. ŞTİ.
271,ADYNOVATE 1500 IU/2 ML IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,RURİOKTOKOG ALFA PEGOL (PEGLENMİŞ REKOMBİNANT İNSAN KOAGÜLASYON FAKTÖR VIII),TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD. ŞTİ.
272,ADYNOVATE 2000 IU/5 ML IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,RURİOKTOKOG ALFA PEGOL (PEGLENMİŞ REKOMBİNANT İNSAN KOAGÜLASYON FAKTÖR VIII),TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD. ŞTİ.
273,ADYNOVATE 250 IU/2 ML IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,RURİOKTOKOG ALFA PEGOL (PEGLENMİŞ REKOMBİNANT İNSAN KOAGÜLASYON FAKTÖR VIII),TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD. ŞTİ.
274,ADYNOVATE 500 IU/2 ML IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,RURİOKTOKOG ALFA PEGOL (PEGLENMİŞ REKOMBİNANT İNSAN KOAGÜLASYON FAKTÖR VIII),TAKEDA İLAÇ SAĞLIK SAN. TİC. LTD. ŞTİ.
275,"AERIUS 0,5 MG/ML ŞURUP",DESLORATADİN,ORGANON TURKEY İLAÇLARI LİMİTED ŞİRKETİ
276,AERİUS 5 MG FİLM KAPLI TABLET,DESLORATADİN,ORGANON TURKEY İLAÇLARI LİMİTED ŞİRKETİ
277,AERIUS REDITABS 2.5 MG AĞIZDA DAĞILAN TABLET,DESLORATADIN,
278,AERIUS REDITABS 5 MG AĞIZDA DAĞILAN TABLET,DESLORATADIN,
279,AERODAY 18/12 MCG İNHALASYON İÇİN TOZ İÇEREN BLİSTER,TİOTROPİUM BROMÜR ANHİDRUS/FORMOTEROL FUMARAT DİHİDRAT,NEUTEC İNHALER İLAÇ SANAYİ VE TİCARET A.Ş.
280,AEROFOR 12MCG İNHALASYON İÇIN TOZ İÇEREN BLISTER,FORMOTEROL FUMARAT DIHIDRAT,CELTİS İLAÇ SAN. VE TİC. A.Ş.
281,AEROFOR 6 MCG İNHALASYON İÇIN TOZ İÇEREN BLISTER,FORMOTEROL FUMARAT DIHIDRAT,CELTİS İLAÇ SAN. VE TİC. A.Ş
282,AEROHIT 100 MCG İNHALASYON İÇIN TOZ İÇEREN BLISTER,FLUTIKAZON PROPIYONAT,CELTİS İLAÇ SAN. VE TİC. A.Ş
283,AEROHIT 250 MCG İNHALASYON İÇIN TOZ İÇEREN BLISTER,FLUTIKAZON PROPIYONAT,CELTİS İLAÇ SAN. VE TİC. A.Ş
284,AEROHIT 50 MCG İNHALASYON İÇIN TOZ İÇEREN BLISTER,FLUTIKAZON PROPIYONAT,CELTİS İLAÇ SAN. VE TİC. A.Ş
285,AEROHIT 500 MCG İNHALASYON İÇIN TOZ İÇEREN BLISTER,FLUTIKAZON PROPIYONAT,CELTİS İLAÇ SAN. VE TİC. A.Ş
286,AEROKAST 4 MG GRANÜL İÇEREN SAŞE,MONTELUKAST,ACTAVİS İLAÇLARI A.Ş.
287,AEROLET ŞURUP,KURUTULMUŞ DUVAR SARMAŞIĞI (HEDERA HELIX L.) YAPRAK EKSTRESİ (4-8:1),WORLD MEDİCİNE İLAÇ SAN. VE TİC. A.Ş.
288,AEROSA 25 MCG/125 MCG AEROSOL İNHALER,"SALMETEROL KSINAFOAT, FLUTIKAZON PROPIYONAT",SABA ILAÇ SAN. VE TIC. A.Ş.
289,AEROSA 25 MCG/250 MCG AEROSOL İNHALER,"SALMETEROL KSINAFOAT, FLUTIKAZON PROPIYONAT",SABA İLAÇ SAN. VE TİC. A.Ş.
290,AEROSA 25 MCG/50 MCG AEROSOL İNHALER,"SALMETEROL KSINAFOAT, FLUTIKAZON PROPIYONAT",SABA İLAÇ SAN. VE TİC. A.Ş.
291,AERRANE 100 ML VOLATIL SOLÜSYONU,İZOFLURAN,ECZACIBAŞI-BAXTER HASTANE ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.
292,"AETHOXYSKLEROL % 0,5 I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL",LAUROMACROGOL 400,"ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ, ÜRETİM VE TİC.A. Ş."
293,AETHOXYSKLEROL % 1 I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,LAUROMACROGOL 400,"ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ, ÜRETİM VE TİC.A. Ş."
294,AETHOXYSKLEROL % 1 I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN FLAKON,LAUROMACROGOL 400,"ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ, ÜRETİM VE TİC.A. Ş."
295,AETHOXYSKLEROL % 2 I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,LAUROMACROGOL 400,"ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ, ÜRETİM VE TİC.A. Ş."
296,AETHOXYSKLEROL % 3 I.V. ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL,LAUROMACROGOL 400,"ASSOS İLAÇ KİMYA GIDA ÜRÜNLERİ, ÜRETİM VE TİC.A. Ş."
297,AFEBRYL 300 MG /300 MG/200 MG EFERVESAN TABLET,"PARASETAMOL , ASETİLSALİSİLİK ASİT, ASKORBİK ASİT",GALEPHARMA MEDİKAL ELEKTRONİK TİC. LTD.ŞTİ.
298,AFERİN PLUS FİLM TABLET,PARASETAMOL+ PSÖDOEFEDRİN HCL+ KLORFENİRAMİN MALEAT,HÜSNÜ ARSAN İLAÇLARI A.Ş.
299,AFILTA 20 MG FILM TABLET,TADALAFIL,SANOFİ İLAÇ SAN.VE TİC.A.Ş.
300,AFİLTA 5 MG FİLM TABLET,TADALAFİL,SANOFİ İLAÇ SAN. VE TİC. A.Ş.
301,AFINITOR 10 MG TABLET,EVEROLIMUS,"NOVARTİS SAĞLIK, GIDA VE TARIM ÜRÜNLERİ SAN. VE TİC.A.Ş"
302,AFINITOR 5 MG TABLET,EVEROLIMUS,"NOVARTİS SAĞLIK, GIDA VE TARIM ÜRÜNLERİ SAN. VE TİC.A.Ş"
303,AFSTYLA 1000 IU IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,"LONOKTOKOG ALFA (REKOMBİNANT, TEK ZİNCİRLİ KOAGÜLASYON FAKTÖRÜ VIII)",CSL BEHRİNG BİYOTERAPİ İLAÇ DIŞ TİCARET ANONİM ŞİRKETİ
304,AFSTYLA 2000 IU IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,"LONOKTOKOG ALFA (REKOMBİNANT, TEK ZİNCİRLİ KOAGÜLASYON FAKTÖRÜ VIII)",CSL BEHRİNG BİYOTERAPİ İLAÇ DIŞ TİCARET ANONİM ŞİRKETİ
305,AFSTYLA 500 IU IV ENJEKSİYONLUK ÇÖZELTİ HAZIRLAMAK İÇİN LİYOFİLİZE TOZ VE ÇÖZÜCÜ,"LONOKTOKOG ALFA (REKOMBİNANT, TEK ZİNCİRLİ KOAGÜLASYON FAKTÖRÜ VIII)",CSL BEHRİNG BİYOTERAPİ İLAÇ DIŞ TİCARET ANONİM ŞİRKETİ
306,"AFTOJEL % 0,1 +% 3 JEL","TRİAMSİNOLON ASETONİT, DİKLOFENAK SODYUM",ORVA İLAÇ SAN VE TİC. A.Ş.
307,AFUNDAS-L 50 MG IV İNFUZYONLUK LİYOFİLİZE TOZ İÇEREN FLAKON,KASPOFUNGİN ASETAT,GENSENTA İLAÇ SANAYİ VE TİCARET A.Ş.
308,AFUNDAS-L 70 MG IV İNFUZYONLUK LİYOFİLİZE TOZ İÇEREN FLAKON,KASPOFUNGİN ASETAT,GENSENTA İLAÇ SANAYİ VE TİCARET A.Ş.
309,AGAPAL 75 MG SERT KAPSüL,PREGABALIN,ADVANCE İLAÇ ANONİM ŞİRKETİ
310,AGGRASTAT 12.5 MG/50 ML İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN FLAKON,TİROFİBAN,CHIESI İLAÇ TİCARET A.Ş.
311,"AGLİKO 50 MCG INHALASYON TOZU, SERT KAPSüL",GLIKOPIRONYUM BROMüR,GRANDİ İLAÇ SAN. VE TİC. LTD. ŞTİ
312,"AGLIKO PLUS 85 MCG/43 MCG İNHALASYON TOZU, SERT  KAPSüL","INDAKATEROL  MALEAT, GLIKOPIRONYUM BROMüR",GRANDİ İLAÇ SAN. VE TİC. LTD. ŞTİ
313,AGNUCASTON FILM KAPLI TABLET,FRUCTUS AGNI CASTI EKSTRESI,BİONORİCA İLAÇ TİC. A.Ş.
314,"AGRABAN 12,5 MG/50 ML IV İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN FLAKON",TİROFİBAN BAZ,DEMBERK İLAÇ SAN. VE TİC. LTD. ŞTİ.
315,AGRABAN 12.5 MG/50 ML İV İNFüZYONLUK KONSANTRE ÇöZELTI,TIROFIBAN BAZ,MENTA PHARMA İLAÇ SAN. VE TİC. LTD.ŞTİ
316,"AGRASEL 12,5 MG/50 ML İ.V. İNFÜZYON İÇİN KONSANTRE ÇÖZELTİ İÇEREN FLAKON",TİROFİBAN BAZ,HAVER ECZA DEPOSU A.Ş.
317,AGREDUR READY 50 MCG/ML I.V. İNFÜZYON İÇİN ÇÖZELTİ,TİROFİBAN HİDROKLORÜR,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.
318,AGRİLOR 60 MG FİLM KAPLI TABLET,TİKAGRELOR,ALİ RAİF İLAÇ SAN. A.Ş.
